"X1";"X2";"X3";"X4";"X1.1";"X2.1";"X3.1";"X4.1";"X1.2";"X2.2";"X3.2";"X4.2";"X1.3";"X2.3";"X3.3";"X4.3";"X1.4";"X2.4";"X3.4";"X4.4";"X1.5";"X2.5";"X3.5";"X4.5";"X1.6";"X2.6";"X3.6";"X4.6";"X1.7";"X2.7";"X3.7";"X4.7"
"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
""
""
""
""
""
""
"X4.17810623638943";"X4.13285118429116";"X5.34775035236533";"X5.28588082210449";"X5.20332220661652";"X5.15464864910153";"X6.13957472807594";"X6.08205017577732"
"1";4.17810623638943;4.13285118429116;5.34775035236533;5.28588082210449;5.20332220661652;5.15464864910153;6.13957472807594;6.08205017577732
"X4.17810623638943";"X4.13285118429116";"X5.34775035236533";"X5.28588082210449";"X5.20332220661652";"X5.15464864910153";"X6.13957472807594";"X6.08205017577732"
"1";4.17810623638943;4.13285118429116;5.34775035236533;5.28588082210449;5.20332220661652;5.15464864910153;6.13957472807594;6.08205017577732
